,"(x0, y0)",converged to,closest fp,stability,success
0,"(0.6167365134728952, 1.0888178067644454)","(-0.0011981248389929533, 2.0035240650177)","(0.0, 2.0)",stable,True
0,"(1.0327504420209908, 1.105845879839665)","(0.9776026606559753, 1.0157957077026367)","(1.0, 1.0)",unstable,False
0,"(1.3571753470744101, 1.1654344420135607)","(1.0063676834106445, 0.9969879388809204)","(1.0, 1.0)",unstable,False
0,"(1.1354687728087691, 1.173859440664315)","(0.9868535995483398, 1.0090619325637817)","(1.0, 1.0)",unstable,False
0,"(0.9872613554058501, 1.1698426017927288)","(0.44062167406082153, 1.4555734395980835)",,,False
0,"(0.9976392056673212, 1.1213459760327187)","(0.9811829328536987, 1.013871431350708)","(1.0, 1.0)",unstable,False
0,"(-0.48299455973573685, 2.128275112641143)","(1.4477967852144502e-05, 2.000089168548584)","(0.0, 2.0)",stable,True
0,"(0.28929371839564944, 2.3700860575835008)","(-0.0010547280544415116, 1.9991706609725952)","(0.0, 2.0)",stable,True
0,"(-0.589361320162019, 1.811858060485329)","(-0.00010030269913841039, 1.999873399734497)","(0.0, 2.0)",stable,True
0,"(-0.41449244255146134, 1.9401303146296396)","(3.3539534342708066e-05, 2.0002448558807373)","(0.0, 2.0)",stable,True
0,"(0.1572367824433274, 1.3523518931729854)","(-9.309649612987414e-05, 2.0002059936523438)","(0.0, 2.0)",stable,True
0,"(0.03697681488132416, 1.596495625490663)","(2.2427737349062227e-05, 2.0000722408294678)","(0.0, 2.0)",stable,True
0,"(-0.3971207711442701, 1.9861873800422212)","(-0.0007531881565228105, 1.9997141361236572)","(0.0, 2.0)",stable,True
0,"(0.1859877041060835, 1.8280688151595745)","(-0.00024571121321059763, 2.0002963542938232)","(0.0, 2.0)",stable,True
0,"(0.30783125781772785, 2.3812022968202715)","(-0.00029801129130646586, 1.999455451965332)","(0.0, 2.0)",stable,True
0,"(-0.20481868294870217, 1.7899039789336182)","(0.0004420250770635903, 2.000204563140869)","(0.0, 2.0)",stable,True
0,"(0.4349807565168545, 2.301711241587371)","(0.00014715194993186742, 2.000053882598877)","(0.0, 2.0)",stable,True
0,"(0.4586990830734622, 1.9627445352477504)","(0.0005329966661520302, 2.0000908374786377)","(0.0, 2.0)",stable,True
